zone_id,period_start,period_end,supplied_kl,billed_kl,connections,pipe_age_years,pressure_m
THO-005,2026-08-01,2026-08-31,18980.4,6643.1,1399,43,23.1
THO-006,2026-08-01,2026-08-31,6025.7,2109.0,618,28,18.8
THO-007,2026-08-01,2026-08-31,22038.8,10698.0,1540,26,22.2
THO-008,2026-08-01,2026-08-31,21009.8,8578.4,2156,39,22.1
THO-009,2026-08-01,2026-08-31,10945.3,3830.9,965,29,15.3
THO-010,2026-08-01,2026-08-31,18184.3,9693.7,1745,13,15.6
THO-011,2026-08-01,2026-08-31,26264.9,13563.6,2155,24,22.2
THO-012,2026-08-01,2026-08-31,25009.0,14336.2,2567,14,17.6
THO-013,2026-08-01,2026-08-31,24797.6,13524.5,1787,22,24.0
THO-014,2026-08-01,2026-08-31,17214.9,6311.3,1224,31,18.8
THO-015,2026-08-01,2026-08-31,28255.3,15556.5,2541,26,11.4
THO-016,2026-08-01,2026-08-31,12535.3,5190.0,1200,26,18.8
BAL-001,2026-08-01,2026-08-31,23036.5,13906.7,1897,10,18.2
BAL-002,2026-08-01,2026-08-31,18067.6,8135.9,1795,25,22.0
BAL-003,2026-08-01,2026-08-31,14122.5,6824.7,1063,14,17.0
BAL-004,2026-08-01,2026-08-31,24173.3,12630.8,1685,24,11.8
BAL-005,2026-08-01,2026-08-31,20098.5,10442.7,2021,38,13.9
BAL-006,2026-08-01,2026-08-31,31173.1,16857.5,2236,33,9.0
BAL-007,2026-08-01,2026-08-31,21073.1,11110.6,2130,44,9.4
BAL-008,2026-08-01,2026-08-31,14894.4,7779.0,1256,27,12.2
BAL-009,2026-08-01,2026-08-31,31356.9,15268.9,2401,29,25.2
BAL-010,2026-08-01,2026-08-31,7854.6,2749.1,760,26,11.5
BAL-011,2026-08-01,2026-08-31,18857.8,8641.0,1970,40,18.2
BAL-012,2026-08-01,2026-08-31,24334.2,13674.1,1729,14,20.1
BAL-013,2026-08-01,2026-08-31,11044.7,3964.1,912,29,15.7
BAL-014,2026-08-01,2026-08-31,12284.1,4430.2,1071,20,25.9
BAL-015,2026-08-01,2026-08-31,34518.4,17909.3,2376,45,9.4
BAL-016,2026-08-01,2026-08-31,17451.2,9386.9,1617,19,15.8
BHA4-001,2026-08-01,2026-08-31,20146.5,10124.8,1777,32,10.0
BHA4-002,2026-08-01,2026-08-31,10810.5,4538.0,926,11,13.1
BHA4-003,2026-08-01,2026-08-31,27606.0,15011.9,2428,21,23.3
BHA4-004,2026-08-01,2026-08-31,29322.6,15573.3,2518,18,22.8
BHA4-005,2026-08-01,2026-08-31,19361.4,9356.4,1883,39,14.3
BHA4-006,2026-08-01,2026-08-31,27302.6,14315.2,1875,17,19.6
BHA4-007,2026-08-01,2026-08-31,26136.1,14024.2,2122,11,24.6
BHA4-008,2026-08-01,2026-08-31,6965.5,2437.9,630,39,21.6
BHA4-009,2026-08-01,2026-08-31,20006.7,11565.1,2055,10,13.7
BHA4-010,2026-08-01,2026-08-31,10503.6,3676.3,868,43,21.3
BHA4-011,2026-08-01,2026-08-31,26558.7,14744.9,1904,10,25.2
BHA4-012,2026-08-01,2026-08-31,20503.2,11914.6,2071,9,22.7
BHA4-013,2026-08-01,2026-08-31,6587.0,2305.4,691,6,22.3
BHA4-014,2026-08-01,2026-08-31,14957.5,6701.9,1505,23,24.0
BHA4-015,2026-08-01,2026-08-31,13642.8,6429.0,1385,24,22.2
AGA-001,2026-08-01,2026-08-31,27098.5,12156.3,1873,30,25.0
AGA-002,2026-08-01,2026-08-31,32243.7,15207.7,2452,40,26.0
AGA-003,2026-08-01,2026-08-31,25912.0,14522.9,1978,22,14.5
AGA-004,2026-08-01,2026-08-31,14308.1,7636.6,1326,8,12.4
AGA-005,2026-08-01,2026-08-31,21145.3,11034.9,1654,17,20.4
AGA-006,2026-08-01,2026-08-31,28041.0,14425.5,2343,29,15.1
AGA-007,2026-08-01,2026-08-31,15703.0,7264.3,1047,44,21.6
AGA-008,2026-08-01,2026-08-31,15877.5,7188.1,1073,14,16.4
AGA-009,2026-08-01,2026-08-31,11551.0,4979.1,1175,29,16.9
AGA-010,2026-08-01,2026-08-31,24707.2,17368.2,2222,6,8.2
AGA-011,2026-08-01,2026-08-31,28372.9,14306.7,2228,22,24.8
AGA-012,2026-08-01,2026-08-31,14732.6,7375.7,1093,15,18.2
AGA-013,2026-08-01,2026-08-31,28234.8,16949.8,2187,9,17.6
AGA-014,2026-08-01,2026-08-31,21918.9,9897.2,1726,32,12.2
AGA-015,2026-08-01,2026-08-31,20400.0,9340.3,1364,32,25.0
KAK-001,2026-08-01,2026-08-31,18872.7,8563.9,1656,28,19.2
KAK-002,2026-08-01,2026-08-31,8019.2,2806.7,604,23,24.0
KAK-003,2026-08-01,2026-08-31,17195.6,8950.6,1378,14,18.3
KAK-004,2026-08-01,2026-08-31,13410.8,5961.4,992,8,18.8
KAK-005,2026-08-01,2026-08-31,11873.2,4155.6,1134,31,21.1
KAK-006,2026-08-01,2026-08-31,23404.1,12274.9,2100,19,18.1
KAK-007,2026-08-01,2026-08-31,22503.0,12336.4,1777,17,11.9
KAK-008,2026-08-01,2026-08-31,15987.4,5751.8,1104,41,12.6
KAK-009,2026-08-01,2026-08-31,17644.1,7674.5,1815,41,16.1
KAK-010,2026-08-01,2026-08-31,13638.7,7021.4,1267,11,18.6
KAK-011,2026-08-01,2026-08-31,14444.0,5055.4,1102,44,15.3
KAK-012,2026-08-01,2026-08-31,17562.3,8321.1,1581,42,8.4
KAK-013,2026-08-01,2026-08-31,35977.6,16053.9,2441,37,21.4
KAK-014,2026-08-01,2026-08-31,16105.9,8010.1,1239,14,21.2
KAK-015,2026-08-01,2026-08-31,13685.6,7063.1,1228,16,14.9
LAT-001,2026-08-01,2026-08-31,25350.7,11797.6,1885,15,11.5
LAT-002,2026-08-01,2026-08-31,16769.6,8608.5,1221,20,14.0
LAT-003,2026-08-01,2026-08-31,10580.2,3703.1,757,7,24.5
LAT-004,2026-08-01,2026-08-31,22978.3,10002.2,2181,43,17.2
LAT-005,2026-08-01,2026-08-31,34009.2,19170.8,2570,9,21.5
LAT-006,2026-08-01,2026-08-31,10042.6,3514.9,696,18,13.3
LAT-007,2026-08-01,2026-08-31,20197.1,9770.3,1766,9,20.6
LAT-008,2026-08-01,2026-08-31,11201.4,6157.2,1143,9,12.8
LAT-009,2026-08-01,2026-08-31,8548.8,2992.1,777,25,24.6
LAT-010,2026-08-01,2026-08-31,32130.1,20606.1,2263,16,13.0
LAT-011,2026-08-01,2026-08-31,32998.3,21105.3,2420,10,13.3
LAT-012,2026-08-01,2026-08-31,18467.2,9451.6,1631,11,22.3
LAT-013,2026-08-01,2026-08-31,18823.3,9898.4,1953,31,8.4
LAT-014,2026-08-01,2026-08-31,26713.0,17334.6,1796,6,12.0
LAT-015,2026-08-01,2026-08-31,21326.3,10678.2,1841,23,18.9
PAN-001,2026-08-01,2026-08-31,23204.3,11872.1,2148,30,24.3
PAN-002,2026-08-01,2026-08-31,13149.7,5681.9,1341,36,19.0
PAN-003,2026-08-01,2026-08-31,8989.1,3345.6,772,21,16.2
RAJ3-001,2026-08-01,2026-08-31,12352.8,4323.5,848,21,19.3
RAJ3-002,2026-08-01,2026-08-31,14750.6,6718.9,1193,23,15.6
RAJ3-003,2026-08-01,2026-08-31,7454.8,2609.2,771,43,10.1
RAJ3-004,2026-08-01,2026-08-31,19911.2,8775.9,1731,26,20.7
RAJ3-005,2026-08-01,2026-08-31,11637.5,4264.2,1018,29,18.9
RAJ3-006,2026-08-01,2026-08-31,18461.9,6798.0,1440,38,22.2
RAJ3-007,2026-08-01,2026-08-31,28936.6,13552.7,2384,40,17.5
RAJ3-008,2026-08-01,2026-08-31,33593.5,19669.0,2379,32,10.7
RAJ3-009,2026-08-01,2026-08-31,30035.9,14140.1,2371,21,25.8
RAJ3-010,2026-08-01,2026-08-31,16625.3,7657.3,1175,24,11.0
RAJ3-011,2026-08-01,2026-08-31,15270.8,8439.5,1265,8,16.3
RAJ3-012,2026-08-01,2026-08-31,25566.6,11689.1,1872,43,17.0
RAJ3-013,2026-08-01,2026-08-31,24662.8,15070.7,1933,7,19.8
RAJ3-014,2026-08-01,2026-08-31,14473.3,6358.7,1079,14,8.3
DHU-001,2026-08-01,2026-08-31,16857.1,7391.3,1395,18,15.0
DHU-002,2026-08-01,2026-08-31,11030.3,4113.7,1157,29,22.9
DHU-003,2026-08-01,2026-08-31,11608.5,5943.2,918,6,23.6
DHU-004,2026-08-01,2026-08-31,16089.6,6574.4,1214,23,25.2
DHU-005,2026-08-01,2026-08-31,18286.6,9603.5,1451,23,15.8
DHU-006,2026-08-01,2026-08-31,26533.3,15088.7,1957,24,9.6
DHU-007,2026-08-01,2026-08-31,15455.4,6815.4,1156,6,21.4
DHU-008,2026-08-01,2026-08-31,16010.9,7471.2,1208,18,21.8
DHU-009,2026-08-01,2026-08-31,16653.3,8562.4,1615,11,13.1
DHU-010,2026-08-01,2026-08-31,19530.9,7720.6,1472,42,12.7
DHU-011,2026-08-01,2026-08-31,25280.5,12097.4,1818,35,16.4
DHU-012,2026-08-01,2026-08-31,8247.0,3064.6,769,8,19.3
DHU-013,2026-08-01,2026-08-31,30328.1,18457.0,2043,11,20.2
DHU-014,2026-08-01,2026-08-31,10674.6,3736.1,786,30,24.2
ROH2-001,2026-08-01,2026-08-31,31112.9,15012.3,2148,38,12.2
ROH2-002,2026-08-01,2026-08-31,22557.3,12017.8,2282,10,24.6
ROH2-003,2026-08-01,2026-08-31,17136.5,10295.8,1585,6,11.7
ROH2-004,2026-08-01,2026-08-31,8036.8,2812.9,684,27,15.4
ROH2-005,2026-08-01,2026-08-31,26561.4,12257.5,2296,44,22.7
ROH2-006,2026-08-01,2026-08-31,23679.2,9294.8,1810,39,23.6
ROH2-007,2026-08-01,2026-08-31,25425.5,14160.4,2451,17,12.1
ROH2-008,2026-08-01,2026-08-31,10237.4,3583.1,790,30,8.5
ROH2-009,2026-08-01,2026-08-31,9889.8,4468.6,682,32,16.1
ROH2-010,2026-08-01,2026-08-31,10275.8,4492.1,1070,15,24.3
ROH2-011,2026-08-01,2026-08-31,22126.8,8606.4,1607,45,15.8
ROH2-012,2026-08-01,2026-08-31,10850.8,4633.3,1014,24,17.4
ROH2-013,2026-08-01,2026-08-31,7214.3,2525.0,648,39,21.4
ROH2-014,2026-08-01,2026-08-31,31772.0,21790.8,2451,13,10.3
AHI-001,2026-08-01,2026-08-31,24441.3,11039.4,1957,31,19.5
AHI-002,2026-08-01,2026-08-31,19290.0,8574.8,1442,29,24.0
AHI-003,2026-08-01,2026-08-31,7224.3,2528.5,678,26,16.3
AHI-004,2026-08-01,2026-08-31,12748.4,5711.5,1269,20,10.2
AHI-005,2026-08-01,2026-08-31,22738.1,11770.7,2010,10,16.1
AHI-006,2026-08-01,2026-08-31,11963.2,6127.6,856,10,11.9
AHI-007,2026-08-01,2026-08-31,18700.5,8966.2,1275,12,20.0
AHI-008,2026-08-01,2026-08-31,15732.4,5872.3,1223,29,24.0
AHI-009,2026-08-01,2026-08-31,27185.1,14876.6,2204,34,12.2
AHI-010,2026-08-01,2026-08-31,21345.0,14021.9,1846,18,9.1
AHI-011,2026-08-01,2026-08-31,28191.0,16579.2,2031,31,14.8
AHI-012,2026-08-01,2026-08-31,9489.6,3965.1,971,35,10.3
AHI-013,2026-08-01,2026-08-31,23821.8,12512.8,1679,13,23.8
AHI-014,2026-08-01,2026-08-31,12177.0,5866.8,1138,8,17.4
KOL3-001,2026-08-01,2026-08-31,35204.5,21961.2,2465,10,21.7
KOL3-002,2026-08-01,2026-08-31,36602.3,21333.7,2490,20,13.7
KOL3-003,2026-08-01,2026-08-31,29640.2,12909.6,2369,36,25.8
KOL3-004,2026-08-01,2026-08-31,17751.1,9170.6,1255,21,12.8
KOL3-005,2026-08-01,2026-08-31,34882.5,19949.2,2418,30,23.7
KOL3-006,2026-08-01,2026-08-31,6993.9,2447.9,685,9,20.3
KOL3-007,2026-08-01,2026-08-31,22162.2,10802.5,1721,38,8.0
KOL3-008,2026-08-01,2026-08-31,38451.5,20220.8,2564,41,19.0
KOL3-009,2026-08-01,2026-08-31,8009.6,2859.0,840,31,12.4
KOL3-010,2026-08-01,2026-08-31,21603.7,10803.1,2006,17,22.8
KOL3-011,2026-08-01,2026-08-31,27012.3,11524.4,1851,31,19.5
KOL3-012,2026-08-01,2026-08-31,20503.7,12163.4,1853,13,9.5
KOL3-013,2026-08-01,2026-08-31,21445.8,8507.7,1793,45,16.1
KOL3-014,2026-08-01,2026-08-31,13410.9,5444.3,977,11,19.1
BIL2-001,2026-08-01,2026-08-31,11150.8,3902.8,788,26,24.9
BIL2-002,2026-08-01,2026-08-31,31273.8,20474.4,2587,8,20.4
BIL2-003,2026-08-01,2026-08-31,11671.7,4695.9,801,17,11.8
BIL2-004,2026-08-01,2026-08-31,14113.1,6978.8,1454,18,23.6
BIL2-005,2026-08-01,2026-08-31,23532.2,13252.5,2034,36,12.2
BIL2-006,2026-08-01,2026-08-31,27109.7,14932.8,2554,32,8.8
BIL2-007,2026-08-01,2026-08-31,24930.4,13834.0,2547,21,22.4
BIL2-008,2026-08-01,2026-08-31,22791.8,10601.2,1856,38,17.9
BIL2-009,2026-08-01,2026-08-31,27986.2,15491.9,2384,37,16.5
BIL2-010,2026-08-01,2026-08-31,14857.4,8061.2,1298,21,10.3
BIL2-011,2026-08-01,2026-08-31,23363.7,14716.3,1735,9,15.3
BIL2-012,2026-08-01,2026-08-31,20823.5,11858.3,1890,16,9.7
BIL2-013,2026-08-01,2026-08-31,19503.5,9984.3,1919,36,12.4
BIL2-014,2026-08-01,2026-08-31,8016.0,2805.6,643,24,23.9
BHI3-001,2026-08-01,2026-08-31,15986.8,6444.1,1322,30,21.6
BHI3-002,2026-08-01,2026-08-31,27242.7,12335.3,2293,45,15.1
BHI3-003,2026-08-01,2026-08-31,10768.6,3769.0,902,29,24.8
BHI3-004,2026-08-01,2026-08-31,12253.5,4288.7,1224,33,18.6
BHI3-005,2026-08-01,2026-08-31,8253.9,3311.9,840,8,19.7
BHI3-006,2026-08-01,2026-08-31,23079.5,13233.0,2195,12,20.1
BHI3-007,2026-08-01,2026-08-31,29955.4,17234.5,2045,10,24.3
BHI3-008,2026-08-01,2026-08-31,16481.1,7458.3,1464,36,17.2
BHI3-009,2026-08-01,2026-08-31,23633.6,13698.7,1938,7,19.9
BHI3-010,2026-08-01,2026-08-31,9783.5,5023.2,710,40,17.2
BHI3-011,2026-08-01,2026-08-31,17594.5,8325.4,1403,40,11.4
BHI3-012,2026-08-01,2026-08-31,17382.3,7970.2,1364,25,17.0
BHI3-013,2026-08-01,2026-08-31,19785.8,9082.8,1870,35,18.8
BHI3-014,2026-08-01,2026-08-31,29690.7,17441.7,2523,34,10.1
BRA-001,2026-08-01,2026-08-31,10394.5,3638.1,709,30,15.9
BRA-002,2026-08-01,2026-08-31,27907.6,13127.7,2267,38,22.3
BRA-003,2026-08-01,2026-08-31,28260.7,12431.4,1887,39,16.2
BRA-004,2026-08-01,2026-08-31,17787.1,9552.7,1525,16,16.3
BRA-005,2026-08-01,2026-08-31,25524.7,12844.0,1764,44,11.2
BRA-006,2026-08-01,2026-08-31,25663.7,13693.7,1937,29,12.6
BRA-007,2026-08-01,2026-08-31,11693.2,4742.2,795,34,9.9
BRA-008,2026-08-01,2026-08-31,21035.1,10162.8,1452,36,10.0
BRA-009,2026-08-01,2026-08-31,19486.1,11881.9,1790,16,8.8
BRA-010,2026-08-01,2026-08-31,21595.2,10498.2,1525,43,10.1
BRA-011,2026-08-01,2026-08-31,25344.4,11839.0,2084,27,23.5
BRA-012,2026-08-01,2026-08-31,8326.6,2914.3,708,40,10.3
BRA-013,2026-08-01,2026-08-31,16511.2,6943.4,1277,17,17.9
BRA-014,2026-08-01,2026-08-31,27985.2,12262.1,2373,30,16.9
MUZ-001,2026-08-01,2026-08-31,13115.1,4850.8,1173,28,16.7
MUZ-002,2026-08-01,2026-08-31,28675.2,12481.2,2489,13,17.9
MUZ-003,2026-08-01,2026-08-31,20589.1,11963.1,1574,20,11.3
MUZ-004,2026-08-01,2026-08-31,6889.0,2411.1,641,30,10.6
MUZ-005,2026-08-01,2026-08-31,20277.4,10099.0,1760,24,22.5
MUZ-006,2026-08-01,2026-08-31,27797.3,11022.5,2361,45,23.8
MUZ-007,2026-08-01,2026-08-31,20282.3,10867.3,1401,22,11.9
MUZ-008,2026-08-01,2026-08-31,10044.7,3747.7,1030,44,8.5
MUZ-009,2026-08-01,2026-08-31,28630.3,12066.5,2237,44,23.9
MUZ-010,2026-08-01,2026-08-31,20525.3,12113.4,1652,24,8.1
MUZ-011,2026-08-01,2026-08-31,27355.3,15816.0,2194,11,23.2
MUZ-012,2026-08-01,2026-08-31,17189.2,8303.5,1517,33,13.7
MUZ-013,2026-08-01,2026-08-31,16822.0,7574.0,1183,12,24.3
MUZ-014,2026-08-01,2026-08-31,15904.0,8029.6,1169,28,9.4
PUN2-001,2026-08-01,2026-08-31,26754.3,14885.3,2431,37,13.1
PUN2-002,2026-08-01,2026-08-31,13699.6,5752.3,1044,16,18.9
PUN2-003,2026-08-01,2026-08-31,30546.4,17492.0,2144,23,19.7
PUN2-004,2026-08-01,2026-08-31,20926.3,11742.2,1832,29,12.5
PUN2-005,2026-08-01,2026-08-31,13678.1,8010.2,1281,12,12.4
PUN2-006,2026-08-01,2026-08-31,32125.0,18224.9,2538,29,8.3
PUN2-007,2026-08-01,2026-08-31,28909.2,14514.2,2366,36,24.6
PUN2-008,2026-08-01,2026-08-31,28935.4,18091.7,2217,13,12.9
PUN2-009,2026-08-01,2026-08-31,31693.1,14752.8,2388,35,21.3
PUN2-010,2026-08-01,2026-08-31,8053.8,3286.1,834,18,19.8
PUN2-011,2026-08-01,2026-08-31,22954.2,14158.9,1590,10,17.7
PUN2-012,2026-08-01,2026-08-31,27115.3,15283.6,2277,27,16.5
PUN2-013,2026-08-01,2026-08-31,17005.1,8680.6,1564,14,19.3
PUN2-014,2026-08-01,2026-08-31,32125.3,18572.2,2362,14,23.5
MUZ2-001,2026-08-01,2026-08-31,8656.8,3029.9,866,40,17.6
MUZ2-002,2026-08-01,2026-08-31,16608.4,8330.2,1193,13,13.7
MUZ2-003,2026-08-01,2026-08-31,13630.0,6989.1,1083,7,20.5
MUZ2-004,2026-08-01,2026-08-31,18266.4,11446.2,1305,11,9.8
MUZ2-005,2026-08-01,2026-08-31,24458.5,14697.1,2425,6,25.8
MUZ2-006,2026-08-01,2026-08-31,16251.4,6997.0,1361,34,24.1
MUZ2-007,2026-08-01,2026-08-31,11430.4,5418.6,1113,23,9.5
MUZ2-008,2026-08-01,2026-08-31,13661.8,4825.6,1079,39,21.5
MUZ2-009,2026-08-01,2026-08-31,14778.2,5896.0,1334,29,21.1
MUZ2-010,2026-08-01,2026-08-31,8871.9,3602.8,868,13,18.2
MUZ2-011,2026-08-01,2026-08-31,21426.5,9973.2,1563,33,15.9
MUZ2-012,2026-08-01,2026-08-31,8794.9,3078.2,801,37,9.9
MUZ2-013,2026-08-01,2026-08-31,21486.9,9393.0,1674,29,8.3
MUZ2-014,2026-08-01,2026-08-31,27810.5,15780.4,2533,39,14.6
AVA-001,2026-08-01,2026-08-31,11869.2,5643.7,1116,14,18.2
AVA-002,2026-08-01,2026-08-31,9594.2,3568.1,734,9,19.3
AVA-003,2026-08-01,2026-08-31,19608.9,7948.3,1527,45,21.4
AVA-004,2026-08-01,2026-08-31,23557.1,10379.6,1948,44,19.6
AVA-005,2026-08-01,2026-08-31,25655.6,14149.3,2121,12,15.6
AVA-006,2026-08-01,2026-08-31,15207.4,7023.7,1415,20,22.2
AVA-007,2026-08-01,2026-08-31,15392.2,7622.3,1605,33,9.9
AVA-008,2026-08-01,2026-08-31,12480.1,5041.7,1261,37,20.7
AVA-009,2026-08-01,2026-08-31,22572.6,15026.3,1593,7,13.5
AVA-010,2026-08-01,2026-08-31,22502.5,13429.4,1662,16,15.0
AVA-011,2026-08-01,2026-08-31,24970.7,12972.8,2154,25,21.3
AVA-012,2026-08-01,2026-08-31,12811.3,4484.0,1162,41,25.5
AVA-013,2026-08-01,2026-08-31,16716.5,8451.6,1436,20,8.0
AVA-014,2026-08-01,2026-08-31,16638.5,7907.5,1560,17,21.3
KAD-001,2026-08-01,2026-08-31,8912.7,3119.4,636,41,9.9
KAD-002,2026-08-01,2026-08-31,23205.4,8638.7,2067,44,26.0
KAD-003,2026-08-01,2026-08-31,14771.5,7163.6,1260,14,19.1
KAD-004,2026-08-01,2026-08-31,14623.7,6093.6,1231,33,15.0
KAD-005,2026-08-01,2026-08-31,20483.5,9211.4,1782,31,22.0
KAD-006,2026-08-01,2026-08-31,15180.1,8703.3,1426,25,11.2
KAD-007,2026-08-01,2026-08-31,32052.8,22385.6,2162,8,10.5
KAD-008,2026-08-01,2026-08-31,25335.1,11542.4,2155,37,24.4
KAD-009,2026-08-01,2026-08-31,29386.5,16684.2,2012,8,22.0
KAD-010,2026-08-01,2026-08-31,29666.0,14151.8,2444,19,25.5
KAD-011,2026-08-01,2026-08-31,10596.7,3708.8,708,10,24.5
KAD-012,2026-08-01,2026-08-31,11524.0,6054.2,823,13,16.8
KAD-013,2026-08-01,2026-08-31,21862.1,10474.0,1856,34,25.9
KAM-001,2026-08-01,2026-08-31,32600.5,16802.5,2208,27,24.2
KAM-002,2026-08-01,2026-08-31,14928.2,7695.6,1517,22,16.0
KAM-003,2026-08-01,2026-08-31,8136.4,3476.7,643,16,9.4
KAM-004,2026-08-01,2026-08-31,20284.6,12296.7,1883,14,19.6
KAM-005,2026-08-01,2026-08-31,17773.1,8227.2,1425,41,14.4
KAM-006,2026-08-01,2026-08-31,15086.8,7975.6,1228,17,19.7
KAM-007,2026-08-01,2026-08-31,25999.4,17326.6,2166,7,17.7
KAM-008,2026-08-01,2026-08-31,19350.1,11369.9,1986,23,12.1
KAM-009,2026-08-01,2026-08-31,18098.6,7801.7,1753,32,23.2
KAM-010,2026-08-01,2026-08-31,17797.6,10547.4,1745,9,14.2
KAM-011,2026-08-01,2026-08-31,9641.6,3374.6,769,45,19.6
KAM-012,2026-08-01,2026-08-31,10725.9,3754.1,811,32,22.0
KAM-013,2026-08-01,2026-08-31,29531.5,18841.7,2018,9,20.3
MAT-001,2026-08-01,2026-08-31,10647.6,4287.6,1029,13,19.7
MAT-002,2026-08-01,2026-08-31,15043.0,6666.3,1465,24,24.8
MAT-003,2026-08-01,2026-08-31,21094.5,9406.3,1900,38,25.6
MAT-004,2026-08-01,2026-08-31,18489.4,9172.9,1767,25,22.7
MAT-005,2026-08-01,2026-08-31,24299.5,14518.1,2553,19,8.7
MAT-006,2026-08-01,2026-08-31,9659.0,3547.0,757,30,8.8
MAT-007,2026-08-01,2026-08-31,6431.1,2250.9,626,19,19.6
MAT-008,2026-08-01,2026-08-31,17065.6,8386.4,1363,14,21.9
MAT-009,2026-08-01,2026-08-31,32311.4,15040.6,2210,36,24.2
MAT-010,2026-08-01,2026-08-31,22677.0,10422.5,2043,34,24.6
MAT-011,2026-08-01,2026-08-31,27119.9,11691.7,1933,43,23.5
MAT-012,2026-08-01,2026-08-31,14473.7,6706.6,1009,27,10.4
MAT-013,2026-08-01,2026-08-31,12384.0,5543.8,907,31,11.4
CHA2-001,2026-08-01,2026-08-31,22356.4,10988.5,1708,19,21.1
CHA2-002,2026-08-01,2026-08-31,28234.0,14265.7,2152,38,18.3
CHA2-003,2026-08-01,2026-08-31,19793.6,9893.2,1349,15,23.1
CHA2-004,2026-08-01,2026-08-31,16920.9,7244.0,1176,24,22.1
CHA2-005,2026-08-01,2026-08-31,9397.3,3289.1,790,22,23.1
CHA2-006,2026-08-01,2026-08-31,20073.8,9067.8,1727,32,21.1
CHA2-007,2026-08-01,2026-08-31,27704.3,15403.0,2267,25,25.6
CHA2-008,2026-08-01,2026-08-31,14671.8,8051.8,1295,16,14.1
CHA2-009,2026-08-01,2026-08-31,37415.5,18999.1,2557,22,21.6
CHA2-010,2026-08-01,2026-08-31,14904.9,5756.6,1185,36,19.5
CHA2-011,2026-08-01,2026-08-31,9820.5,3437.2,747,16,14.3
CHA2-012,2026-08-01,2026-08-31,26039.5,14018.3,2086,23,19.2
CHA2-013,2026-08-01,2026-08-31,14704.7,5146.6,1175,41,25.3
VIJ2-001,2026-08-01,2026-08-31,25303.8,12835.9,2562,33,20.7
VIJ2-002,2026-08-01,2026-08-31,16683.0,7732.4,1704,40,12.6
VIJ2-003,2026-08-01,2026-08-31,16676.9,8425.5,1737,27,12.6
VIJ2-004,2026-08-01,2026-08-31,20271.1,11836.5,1594,25,9.4
VIJ2-005,2026-08-01,2026-08-31,21938.3,10067.1,1868,36,19.0
VIJ2-006,2026-08-01,2026-08-31,17443.3,9163.1,1215,19,18.2
VIJ2-007,2026-08-01,2026-08-31,20292.1,11218.6,1794,25,17.7
VIJ2-008,2026-08-01,2026-08-31,25096.6,13197.6,1709,33,14.5
VIJ2-009,2026-08-01,2026-08-31,36543.1,22586.7,2543,16,15.0
VIJ2-010,2026-08-01,2026-08-31,10347.7,5315.5,959,19,11.6
VIJ2-011,2026-08-01,2026-08-31,23732.3,14301.4,2312,18,19.2
VIJ2-012,2026-08-01,2026-08-31,18613.1,10118.4,1927,24,8.1
VIJ2-013,2026-08-01,2026-08-31,17852.0,6989.2,1613,39,25.4
SHI2-001,2026-08-01,2026-08-31,15379.1,6039.3,1305,42,15.2
SHI2-002,2026-08-01,2026-08-31,30551.0,18465.7,2460,25,11.8
SHI2-003,2026-08-01,2026-08-31,17928.1,8417.5,1789,38,18.5
SHI2-004,2026-08-01,2026-08-31,13398.0,7293.8,1378,9,23.7
SHI2-005,2026-08-01,2026-08-31,16924.5,8942.7,1380,21,18.5
SHI2-006,2026-08-01,2026-08-31,22213.1,11798.4,1692,20,24.7
SHI2-007,2026-08-01,2026-08-31,18777.1,10811.4,1782,15,21.4
SHI2-008,2026-08-01,2026-08-31,15244.0,7705.5,1591,21,24.6
SHI2-009,2026-08-01,2026-08-31,16162.7,6515.3,1160,44,11.1
SHI2-010,2026-08-01,2026-08-31,23052.3,13640.1,1767,9,24.9
SHI2-011,2026-08-01,2026-08-31,26087.2,11421.8,2038,37,25.5
SHI2-012,2026-08-01,2026-08-31,36084.0,16269.2,2562,39,25.1
SHI2-013,2026-08-01,2026-08-31,14025.6,5239.4,989,30,17.8
ALW-001,2026-08-01,2026-08-31,14282.1,7291.9,1101,18,11.2
ALW-002,2026-08-01,2026-08-31,15290.1,8040.8,1422,19,11.7
ALW-003,2026-08-01,2026-08-31,14070.4,5902.4,1191,16,19.9
ALW-004,2026-08-01,2026-08-31,30170.2,17697.0,2542,35,11.0
ALW-005,2026-08-01,2026-08-31,14631.7,6211.1,1187,11,25.2
ALW-006,2026-08-01,2026-08-31,19121.8,9633.7,1357,30,14.0
ALW-007,2026-08-01,2026-08-31,9568.0,3757.9,930,29,11.5
ALW-008,2026-08-01,2026-08-31,20271.8,10737.3,1464,19,14.7
ALW-009,2026-08-01,2026-08-31,26704.1,14574.4,2067,18,23.1
ALW-010,2026-08-01,2026-08-31,8289.7,2901.4,637,23,16.7
ALW-011,2026-08-01,2026-08-31,24488.8,15914.6,1793,14,10.1
ALW-012,2026-08-01,2026-08-31,16767.1,8879.5,1260,27,10.0
ALW-013,2026-08-01,2026-08-31,13217.3,5722.6,947,22,14.3
SHA-001,2026-08-01,2026-08-31,35012.5,18256.9,2534,17,24.8
SHA-002,2026-08-01,2026-08-31,28036.9,13403.5,2176,38,25.1
SHA-003,2026-08-01,2026-08-31,22960.1,14708.3,2008,9,18.2
SHA-004,2026-08-01,2026-08-31,20868.4,10814.5,1668,26,11.0
